temperature,humidity,mq2_analog,mq9_analog,mq135_analog,rssi,snr,air_quality
28.69,49.06,467,1817,856,-59,13.2,Good
30.82,55.47,459,2030,862,-51,12.2,Good
28.86,61.92,502,2028,856,-59,11.7,Good
29.87,48.02,508,2050,889,-57,11.3,Good
29.18,54.29,408,1905,889,-65,13.3,Good
31.5,47.84,532,1832,912,-70,9.2,Moderate
30.8,47.41,477,1992,876,-65,12.2,Good
29.95,47.2,433,1883,924,-59,10.0,Good
28.47,52.01,457,1988,854,-58,11.2,Good
29.82,51.65,425,2074,869,-60,13.8,Good
29.34,49.31,681,2009,1035,-62,11.1,Moderate
29.39,48.16,495,1838,962,-58,12.8,Good
37.03,44.29,1038,1980,1036,-47,10.2,Hazardous
29.88,49.01,437,1941,869,-57,9.0,Good
28.96,44.26,385,2234,868,-57,10.9,Good
28.54,51.92,506,1859,882,-60,12.7,Good
28.76,53.58,471,2022,786,-64,10.2,Good
28.76,48.54,455,1801,920,-62,12.7,Good
27.94,53.48,475,2062,823,-55,11.8,Good
28.18,42.32,500,2034,903,-57,12.2,Good
33.28,50.52,456,1934,885,-55,13.3,Good
25.78,56.91,459,2093,945,-59,10.6,Good
29.19,48.76,532,2124,899,-65,11.4,Good
25.32,53.9,506,2037,865,-53,11.9,Good
30.42,54.6,487,1757,842,-67,14.3,Good
27.27,53.35,530,1932,779,-53,12.6,Good
50.36,50.64,862,1982,1097,-57,14.0,Hazardous
31.44,42.5,588,1990,1027,-57,12.7,Moderate
28.41,55.7,482,1976,847,-62,10.6,Good
28.12,55.04,558,1951,918,-64,11.9,Moderate
30.11,39.02,450,1907,834,-58,12.9,Good
28.56,42.07,422,2023,895,-56,9.3,Good
27.87,55.01,439,1841,865,-63,14.6,Good
31.13,52.77,1083,1950,1301,-63,8.3,Hazardous
31.84,45.75,497,1774,1021,-59,12.6,Moderate
28.91,48.83,428,2005,902,-71,11.1,Good
28.69,56.15,471,2004,862,-61,9.4,Good
28.05,48.24,508,2085,892,-67,13.2,Good
27.32,51.72,470,1973,897,-62,10.4,Good
27.63,58.23,460,2090,852,-64,12.8,Good
30.17,53.46,455,2010,838,-64,14.4,Good
29.09,51.17,484,1986,856,-66,12.3,Good
34.39,47.36,865,3034,868,-65,12.3,Hazardous
31.12,49.79,450,2061,908,-60,12.4,Good
28.35,54.86,488,1840,846,-53,13.0,Good
30.83,49.04,499,2127,893,-54,13.1,Good
32.18,55.86,488,2056,911,-63,10.4,Good
31.88,54.7,928,2676,905,-63,9.9,Hazardous
29.6,45.94,423,2043,873,-52,11.0,Good
29.53,55.75,491,2107,803,-52,9.8,Good
25.35,51.37,450,1998,807,-58,10.7,Good
30.71,54.83,478,1906,883,-62,9.9,Good
28.82,46.91,431,2053,771,-67,12.0,Good
28.32,58.36,452,1938,791,-48,12.7,Good
27.08,51.67,461,2097,838,-57,11.0,Good
28.88,44.71,464,1878,891,-51,13.6,Good
28.93,51.8,488,2043,889,-55,13.5,Good
28.64,49.9,478,2109,915,-57,12.5,Good
28.95,43.42,478,1922,892,-56,13.0,Good
29.37,52.53,494,2186,830,-58,10.8,Good
26.66,52.8,467,1848,903,-52,11.0,Good
28.57,82.06,681,2058,1405,-51,11.8,Moderate
31.8,51.24,508,1763,831,-59,13.0,Good
27.14,47.96,409,1982,850,-64,13.1,Good
29.79,50.11,505,1938,920,-69,11.2,Good
31.47,50.55,550,1909,933,-65,11.6,Moderate
27.89,49.53,489,2216,837,-56,12.7,Good
29.97,40.62,483,2047,813,-54,10.0,Good
32.34,58.28,477,2020,910,-50,12.1,Good
29.61,40.3,478,2139,866,-55,12.9,Good
33.98,51.11,647,2822,821,-54,9.2,Hazardous
28.42,59.82,453,2026,881,-49,12.6,Good
26.14,63.17,464,1868,851,-56,16.0,Good
29.93,51.93,645,1874,969,-65,10.2,Moderate
26.65,47.64,485,1946,901,-64,10.7,Good
24.89,53.31,438,1889,878,-54,13.6,Good
32.43,48.08,420,1815,908,-57,11.6,Good
36.85,52.86,662,2775,913,-54,13.3,Hazardous
30.39,80.14,662,2045,1398,-60,9.9,Moderate
27.94,59.17,460,1903,845,-61,10.5,Good
30.94,54.21,443,2064,820,-56,14.3,Good
28.43,58.62,498,2018,796,-70,15.0,Good
29.08,55.24,449,2181,883,-55,10.6,Good
33.34,48.96,682,1947,949,-62,8.9,Moderate
26.97,57.45,461,2200,917,-57,10.4,Good
29.39,50.77,512,1943,891,-58,13.7,Good
30.21,49.0,523,2025,904,-57,14.0,Moderate
28.41,48.19,476,2119,825,-57,11.1,Good
31.31,65.33,470,2067,852,-49,14.9,Good
28.11,47.81,471,2049,873,-55,11.7,Good
33.56,53.73,863,2947,857,-51,10.7,Hazardous
31.63,48.2,442,1937,814,-57,13.1,Good
28.92,60.72,474,2022,861,-61,9.3,Good
30.47,50.54,457,1994,849,-64,10.2,Good
30.08,39.34,480,2023,901,-53,13.1,Good
30.39,51.62,412,1950,861,-58,11.1,Good
28.62,48.79,420,2065,863,-70,12.4,Good
28.2,54.71,489,2125,863,-53,11.5,Good
28.07,50.74,400,1986,833,-61,13.3,Good
32.88,55.91,556,2069,858,-57,13.7,Moderate
31.78,55.88,439,2063,825,-54,13.6,Good
30.91,56.34,474,2060,907,-57,11.1,Good
33.11,51.87,579,1922,870,-65,10.3,Moderate
28.73,52.1,465,1968,851,-60,11.1,Good
30.45,47.02,618,2069,1071,-64,11.3,Moderate
30.29,45.4,502,1919,827,-56,11.5,Good
29.93,49.79,441,2086,837,-56,11.7,Good
30.14,55.91,491,1825,849,-61,9.5,Good
29.46,61.08,430,2001,908,-59,12.5,Good
27.39,55.32,489,1941,838,-58,11.3,Good
28.67,58.37,496,2003,826,-50,16.5,Good
36.87,55.55,736,2693,929,-58,10.2,Hazardous
31.63,47.84,462,2127,848,-58,13.3,Good
32.0,49.83,647,2013,854,-67,12.7,Moderate
29.97,56.53,587,1993,979,-53,11.9,Moderate
27.74,53.47,450,1980,822,-57,11.3,Good
31.07,54.38,478,1956,874,-59,9.1,Good
31.39,55.2,469,1886,889,-64,11.0,Good
29.84,54.18,558,2112,805,-61,13.0,Good
28.29,59.88,432,2202,834,-60,13.9,Good
29.44,56.28,446,2104,886,-63,11.5,Good
33.05,47.75,642,1898,841,-57,12.6,Moderate
27.68,49.45,502,1979,854,-63,12.0,Good
28.95,53.88,489,2212,910,-66,12.3,Good
29.63,53.67,484,2079,884,-63,11.8,Good
31.19,49.29,427,2073,994,-63,10.4,Moderate
30.35,49.04,505,1975,862,-71,12.4,Good
31.37,51.58,492,2037,999,-54,12.9,Moderate
30.27,50.94,468,1989,913,-50,12.1,Good
29.05,50.8,480,1997,974,-60,14.1,Good
27.45,56.02,485,2043,924,-64,11.7,Good
31.38,53.01,477,2035,870,-69,11.0,Good
32.99,57.6,542,1973,1080,-58,12.1,Moderate
30.1,65.59,645,2140,1048,-55,8.7,Moderate
31.2,51.89,469,1923,899,-58,12.9,Good
27.69,60.54,434,2020,992,-52,12.3,Good
28.42,56.08,609,2132,1020,-62,13.0,Moderate
31.86,51.02,768,2976,872,-59,13.2,Hazardous
29.3,57.73,442,2016,800,-53,10.4,Good
29.42,41.14,516,1763,829,-63,9.2,Good
29.08,54.38,560,1826,826,-61,11.9,Good
32.27,56.52,628,2066,902,-55,10.1,Moderate
29.68,47.81,443,1939,957,-59,11.9,Good
29.45,67.15,689,2081,1604,-51,11.4,Moderate
29.21,55.28,487,1959,894,-64,11.5,Good
29.96,51.29,508,2027,887,-65,13.0,Good
29.79,52.32,485,2048,918,-54,9.5,Good
30.83,47.42,453,1800,941,-57,10.9,Good
30.05,48.06,483,1920,885,-62,11.2,Good
29.0,57.56,488,2099,843,-62,11.8,Good
29.97,50.75,489,2023,865,-54,13.0,Good
29.8,43.88,461,2048,842,-62,11.4,Good
28.07,50.75,447,1792,837,-56,14.4,Good
33.35,65.06,601,1934,1060,-48,10.9,Moderate
29.91,60.1,456,2038,888,-62,11.0,Good
29.45,52.37,650,1922,1056,-52,11.0,Moderate
27.67,43.83,496,2162,854,-58,13.4,Good
30.78,45.36,505,1959,897,-63,11.5,Good
32.51,51.18,378,2059,845,-69,8.9,Good
31.95,64.11,434,1817,902,-63,10.9,Good
31.16,46.42,512,2005,921,-64,10.1,Moderate
28.41,48.37,467,1820,864,-54,12.0,Good
26.52,46.25,470,1844,872,-64,11.8,Good
30.53,53.68,462,1989,922,-59,10.4,Good
27.44,48.22,496,2021,846,-58,10.0,Good
49.0,53.74,950,1889,1187,-62,9.8,Hazardous
29.08,47.57,670,1959,965,-56,12.3,Moderate
31.84,51.36,446,2180,821,-63,11.8,Good
30.7,54.65,435,1999,848,-50,14.4,Good
32.1,52.02,561,2024,1000,-57,11.5,Moderate
29.92,58.85,522,1951,906,-50,12.5,Good
26.91,48.42,479,2093,867,-60,14.9,Good
26.26,46.97,486,2039,910,-60,7.9,Good
30.85,48.97,583,2016,920,-61,10.8,Moderate
28.09,41.61,470,1993,853,-63,8.2,Good
29.14,61.33,827,2044,1636,-57,9.6,Moderate
31.27,51.88,448,2077,853,-46,13.2,Good
29.55,44.22,465,2138,972,-60,12.4,Good
27.18,43.27,498,2082,879,-56,12.1,Good
27.92,54.05,440,2138,892,-58,12.4,Good
28.51,59.25,477,1937,873,-55,11.0,Good
30.06,53.9,431,1949,865,-57,9.8,Good
27.27,55.24,455,1914,841,-64,11.7,Good
30.03,55.37,465,2005,823,-56,11.6,Good
31.23,45.44,466,2058,881,-57,12.2,Good
30.56,39.48,426,2098,837,-65,12.4,Good
28.26,46.01,421,1918,918,-61,11.2,Good
26.88,50.11,490,2083,855,-57,10.1,Good
28.85,39.2,459,1951,884,-59,13.5,Good
26.88,48.62,441,2052,919,-62,13.8,Good
28.83,56.54,515,1881,874,-58,12.2,Good
30.49,49.85,474,1951,890,-59,12.4,Good
29.25,56.81,561,2013,938,-62,12.9,Good
31.16,52.15,458,1945,836,-70,9.0,Good
29.47,61.53,456,1906,945,-58,12.2,Good
30.53,57.9,575,1896,950,-58,13.4,Moderate
30.1,54.92,458,2130,822,-61,12.5,Good
32.02,55.82,485,1959,878,-61,12.7,Good
31.79,39.08,457,2088,911,-63,11.0,Good
30.82,57.35,465,2062,1048,-58,11.2,Moderate
28.73,43.57,457,2032,950,-59,12.5,Good
27.98,50.6,467,1948,837,-62,15.4,Good
29.79,42.39,447,2063,882,-54,10.2,Good
36.22,58.5,649,1823,960,-60,11.8,Moderate
27.57,55.52,446,1947,808,-59,9.8,Good
30.92,58.35,459,1758,866,-54,13.8,Good
34.75,61.28,1012,3300,945,-58,12.3,Hazardous
28.26,49.42,442,2061,936,-60,9.1,Good
29.1,49.2,533,2132,850,-58,12.9,Good
29.16,52.1,412,2015,904,-55,12.9,Good
28.4,49.72,495,1957,849,-56,11.2,Good
27.74,51.83,509,1972,861,-61,12.2,Good
28.78,52.05,477,2001,917,-64,12.9,Good
29.94,50.52,523,2082,932,-55,11.5,Good
29.71,45.55,431,2084,927,-59,13.7,Good
31.1,50.93,509,2183,888,-62,12.3,Good
28.64,56.06,488,1933,960,-57,12.2,Good
30.52,46.98,568,1897,1071,-45,13.3,Moderate
28.8,54.64,503,1927,856,-59,15.0,Good
31.86,51.2,563,2012,986,-55,11.8,Moderate
27.82,52.89,489,1744,852,-73,7.8,Good
32.22,56.98,605,2047,937,-64,10.0,Moderate
31.09,47.97,464,2029,875,-57,12.8,Good
28.81,51.2,508,1869,913,-60,12.6,Good
31.4,55.11,478,2042,835,-49,11.4,Good
29.6,55.16,463,1885,906,-70,12.5,Good
32.7,42.92,471,1932,912,-61,15.2,Good
37.04,45.4,938,1851,1281,-62,14.1,Hazardous
27.16,50.22,491,1880,842,-64,12.9,Good
26.8,57.67,486,1856,844,-58,13.5,Good
31.3,55.19,488,2078,813,-67,9.6,Good
28.51,59.26,508,2039,877,-58,10.2,Good
27.17,67.74,542,2031,1064,-53,13.0,Moderate
30.16,47.89,482,1861,827,-54,13.1,Good
26.97,62.53,495,1975,921,-57,13.3,Good
30.04,55.1,571,1899,1018,-54,12.5,Moderate
29.1,70.83,677,2054,1417,-54,12.5,Poor
37.15,51.62,929,2985,909,-63,9.4,Hazardous
27.23,55.06,503,1883,841,-62,14.2,Good
26.35,57.94,523,2047,830,-64,12.2,Good
27.75,54.17,443,2065,862,-62,11.9,Good
28.6,54.79,466,1981,875,-59,14.0,Good
30.8,46.45,436,1932,852,-62,14.3,Good
27.1,65.64,482,2087,868,-57,12.1,Good
29.83,54.49,464,1926,878,-54,11.3,Good
31.61,48.43,1005,2810,859,-55,13.6,Hazardous
30.11,43.24,665,1818,886,-67,10.6,Moderate
28.94,44.6,433,2014,765,-49,12.7,Good
25.73,48.92,469,2043,903,-66,9.8,Good
26.91,49.45,484,1992,814,-57,13.3,Good
30.68,54.45,480,1993,841,-54,13.0,Good
26.01,58.96,490,1999,915,-57,8.8,Good
29.56,55.42,456,1952,881,-64,12.1,Good
31.48,59.56,481,1953,917,-60,11.4,Good
32.81,47.27,449,2030,902,-69,10.8,Good
26.46,48.13,473,2074,846,-63,10.7,Good
27.24,44.57,467,2066,818,-56,13.5,Good
26.95,55.85,448,2094,899,-53,12.7,Good
30.22,52.18,483,1877,845,-60,11.0,Good
30.0,49.56,487,2004,896,-63,11.3,Good
28.54,44.87,506,1936,888,-55,11.8,Good
32.84,54.35,519,2024,959,-58,11.8,Moderate
29.65,50.98,488,1904,845,-53,10.9,Good
35.04,48.31,693,2733,879,-57,11.7,Hazardous
26.44,55.53,477,1934,886,-54,14.4,Good
31.25,50.04,446,2056,912,-60,10.5,Good
27.95,46.55,622,1951,1224,-61,12.9,Moderate
26.17,57.25,435,1931,900,-65,11.5,Good
30.58,50.38,526,2034,849,-63,12.3,Good
30.17,52.34,491,2014,889,-66,11.1,Good
28.57,53.77,472,2181,837,-55,10.0,Good
26.97,55.82,540,1956,814,-55,11.4,Good
26.82,52.27,455,1952,863,-59,10.2,Good
29.2,68.99,769,1898,1651,-67,9.9,Moderate
28.16,42.87,548,2179,939,-53,14.2,Moderate
30.0,40.03,500,1933,877,-58,11.7,Good
26.78,48.92,424,1953,878,-64,13.6,Good
29.77,43.57,463,1960,884,-60,11.3,Good
31.13,52.21,523,2151,847,-59,10.6,Good
27.71,44.53,469,2033,880,-58,15.9,Good
28.38,53.93,496,1935,852,-65,10.7,Good
52.34,51.62,830,2035,1313,-58,10.6,Hazardous
29.59,56.97,475,2051,861,-61,11.2,Good
29.84,48.13,539,1909,821,-62,12.0,Good
29.93,52.69,448,1921,793,-60,11.4,Good
30.34,50.1,440,2147,845,-57,9.0,Good
28.04,52.2,482,1967,930,-53,13.1,Good
27.17,51.83,486,1816,909,-62,12.8,Good
30.89,51.31,514,2054,943,-62,12.7,Moderate
30.41,48.33,495,2049,887,-60,11.1,Good
28.78,55.32,582,1795,1046,-63,11.7,Moderate
28.44,52.92,394,1943,864,-62,13.0,Good
30.18,54.15,613,2055,1017,-55,9.7,Moderate
32.43,46.75,410,2062,832,-55,10.2,Good
29.9,52.55,459,1980,859,-48,13.3,Good
27.92,50.73,463,1996,880,-56,9.2,Good
31.4,52.76,477,2078,799,-70,11.7,Good
28.09,51.1,503,1908,883,-54,11.8,Good
28.77,46.6,464,1939,857,-56,10.8,Good
26.85,39.78,478,2090,865,-56,10.5,Good
30.07,75.01,683,1942,1093,-57,11.0,Moderate
29.17,51.31,443,2004,823,-64,12.0,Good
29.38,49.53,474,1921,917,-56,14.9,Good
29.91,53.48,457,1890,905,-59,9.3,Good
29.14,56.28,471,1949,791,-53,10.8,Good
26.41,41.7,421,2022,915,-61,9.8,Good
28.11,50.51,437,2012,831,-56,12.5,Good
29.6,56.89,450,1814,874,-60,12.1,Good
28.34,60.27,472,2006,888,-57,14.6,Good
27.45,49.87,436,2006,866,-57,13.1,Good
28.4,47.41,480,1813,871,-64,8.4,Good
33.95,42.82,604,2054,973,-68,13.4,Moderate
27.86,52.16,475,2109,966,-63,11.6,Good
27.88,43.88,481,1847,860,-60,12.6,Good
28.59,41.76,502,2111,870,-62,7.2,Good
30.18,53.13,473,2116,888,-62,10.6,Good
31.81,58.37,478,2015,863,-53,11.4,Good
30.51,55.82,509,2091,897,-64,12.2,Good
27.36,51.93,421,1920,904,-56,12.5,Good
28.9,55.16,659,2090,896,-62,9.1,Moderate
29.25,54.15,499,2026,871,-62,12.2,Good
29.23,50.9,573,1909,929,-64,11.3,Moderate
28.94,58.41,443,1954,790,-48,9.4,Good
28.02,50.74,488,1892,874,-61,13.9,Good
29.27,55.15,446,2026,825,-62,10.3,Good
25.53,40.31,512,1885,789,-62,10.0,Good
28.74,52.82,515,2013,870,-67,10.9,Good
29.83,48.07,450,1999,876,-56,13.6,Good
29.3,52.15,444,1968,847,-66,10.9,Good
30.1,48.34,474,2155,878,-53,13.8,Good
28.55,39.45,420,1974,894,-71,10.0,Good
31.03,52.52,487,1767,837,-56,9.4,Good
30.35,51.58,421,1991,829,-63,12.3,Good
33.18,51.78,672,2630,833,-68,13.8,Hazardous
29.54,64.35,438,2142,929,-57,13.8,Good
28.24,44.13,517,2061,824,-63,11.0,Good
31.85,54.96,660,1773,1016,-66,9.5,Moderate
28.59,52.5,505,2094,942,-65,14.6,Good
30.26,52.36,491,2020,934,-66,14.5,Good
29.42,46.07,513,1967,953,-62,11.3,Good
27.68,52.68,446,2052,888,-60,17.7,Good
29.45,51.86,605,2027,1049,-60,13.2,Moderate
27.43,48.26,457,2098,814,-48,10.9,Good
28.52,54.27,475,2057,780,-60,9.8,Good
28.35,54.96,508,1907,839,-64,14.9,Good
29.29,53.1,617,2109,960,-59,14.5,Moderate
28.32,56.61,432,1970,948,-52,9.8,Good
31.75,44.0,573,1790,1055,-60,13.4,Moderate
31.41,48.96,475,1915,917,-63,14.0,Good
29.66,45.64,482,1856,877,-68,13.3,Good
27.62,53.9,510,1940,925,-52,8.3,Good
26.92,49.63,427,1880,834,-59,11.2,Good
29.66,51.47,445,2009,798,-68,14.7,Good
28.01,51.86,433,1981,864,-57,12.1,Good
28.47,57.53,479,1984,876,-53,9.6,Good
32.16,61.3,503,1899,868,-60,10.1,Good
29.23,56.27,504,1805,863,-54,11.5,Good
27.45,50.43,540,2044,865,-57,11.2,Moderate
30.87,58.41,452,1977,837,-52,10.7,Good
26.99,47.6,473,1964,842,-53,11.9,Good
30.62,40.5,630,2054,1579,-67,12.8,Moderate
26.75,53.31,508,1981,820,-64,14.0,Good
28.82,53.8,493,1773,851,-56,12.5,Good
30.32,52.29,454,1939,875,-59,10.8,Good
31.99,44.3,559,2089,911,-56,11.3,Moderate
29.04,49.83,420,2146,899,-57,13.3,Good
27.88,50.92,484,2123,891,-57,14.4,Good
29.15,57.48,511,1973,827,-52,12.0,Good
30.67,51.92,479,1937,914,-65,11.1,Good
28.97,52.13,442,1979,870,-61,14.9,Good
29.04,45.55,426,2131,791,-58,12.2,Good
32.03,52.92,624,1985,910,-54,10.7,Moderate
29.8,50.23,455,1956,794,-63,12.8,Good
31.18,57.39,466,1957,862,-48,12.3,Good
29.47,51.6,467,2046,857,-56,11.1,Good
32.49,55.23,598,1993,1073,-61,12.1,Moderate
29.65,52.52,485,1965,881,-62,11.0,Good
29.41,59.18,628,1945,957,-59,11.9,Moderate
29.96,78.33,769,1978,1576,-66,13.6,Moderate
27.83,60.0,486,1910,868,-66,13.3,Good
37.85,48.2,744,2601,915,-59,14.5,Hazardous
31.74,49.35,452,1883,790,-53,12.8,Good
26.56,54.78,499,2024,822,-58,11.4,Good
30.05,50.68,661,2023,924,-66,11.6,Moderate
30.81,50.2,458,1981,808,-63,11.6,Good
30.54,49.34,482,2090,882,-62,9.6,Good
30.3,51.84,444,1877,892,-58,11.7,Good
27.92,54.28,474,2066,900,-64,11.8,Good
29.02,47.31,455,2044,851,-49,12.4,Good
26.77,53.63,522,1973,933,-58,12.0,Moderate
26.57,54.98,415,2140,847,-74,12.5,Good
30.54,52.2,539,1904,896,-61,12.2,Good
30.09,56.33,396,2000,901,-67,10.4,Good
28.71,53.26,474,2180,834,-63,14.5,Good
33.11,50.62,547,1973,893,-59,12.0,Moderate
29.79,56.97,540,2075,840,-66,10.8,Good
29.96,58.32,458,2037,875,-65,13.3,Good
30.2,55.19,610,1996,996,-60,14.0,Moderate
29.59,47.96,521,1816,845,-59,12.4,Good
27.73,43.61,449,1950,799,-69,15.1,Good
27.93,44.71,513,1911,820,-68,12.2,Good
29.19,62.03,436,2092,951,-57,9.3,Good
28.09,55.16,455,2112,891,-58,10.9,Good
28.58,52.43,445,2025,817,-63,12.1,Good
35.13,50.38,795,3253,785,-49,13.2,Hazardous
28.31,46.33,445,2028,869,-59,11.7,Good
31.91,51.09,600,2097,990,-61,12.0,Moderate
33.77,47.98,444,1948,924,-56,12.2,Good
29.1,51.4,487,1961,843,-60,10.0,Good
31.96,36.71,487,2194,919,-65,14.8,Moderate
29.71,49.66,480,2064,847,-53,13.1,Good
26.24,49.15,423,2155,877,-54,10.0,Good
28.79,52.55,432,1970,867,-61,11.0,Good
29.23,45.52,512,1975,903,-60,9.0,Good
29.91,48.2,449,1940,910,-53,14.6,Good
29.43,53.22,552,1882,1029,-58,10.9,Moderate
28.65,61.89,462,1871,842,-62,11.6,Good
30.58,56.99,493,1993,935,-63,13.1,Good
29.48,53.21,500,2168,877,-66,14.1,Good
28.79,51.15,679,2048,1016,-59,11.8,Moderate
26.85,54.57,501,1953,884,-58,9.4,Good
32.8,51.28,492,2067,934,-65,12.5,Moderate
30.61,51.37,665,1990,1011,-67,10.2,Moderate
29.68,47.05,477,1887,981,-59,12.4,Good
31.53,54.23,536,2168,987,-54,9.2,Moderate
30.53,57.78,478,2060,853,-63,11.5,Good
26.94,46.73,416,2155,897,-54,13.3,Good
29.69,47.11,473,2059,924,-59,12.4,Moderate
32.8,51.57,663,2215,934,-58,11.6,Moderate
26.57,47.48,487,2175,899,-53,10.2,Good
28.62,53.62,448,1925,905,-57,12.4,Good
28.8,54.84,450,2119,896,-55,11.0,Good
30.12,49.93,459,2000,858,-54,11.5,Good
29.65,56.57,516,1917,862,-61,12.7,Good
27.03,50.59,481,2004,898,-61,14.0,Good
32.22,50.64,434,1895,821,-61,14.4,Good
28.81,53.63,456,1976,880,-57,11.2,Good
29.79,47.35,406,1775,894,-56,13.9,Good
26.97,52.77,490,2061,877,-73,12.7,Good
30.21,39.54,475,1789,971,-65,13.3,Good
29.19,52.6,505,1947,843,-60,13.9,Good
29.73,49.82,450,1953,836,-59,11.1,Good
28.33,55.37,446,2217,879,-60,9.8,Good
29.78,58.22,614,1879,984,-50,16.0,Moderate
29.53,56.68,471,1834,867,-59,11.3,Good
30.32,49.39,512,2079,1019,-63,11.7,Moderate
29.26,55.63,434,1874,912,-59,12.4,Good
27.37,52.08,457,2012,860,-56,12.9,Good
33.21,55.41,628,2025,871,-64,12.4,Moderate
28.71,77.71,687,1775,1470,-52,13.2,Moderate
29.73,47.39,436,1991,906,-59,14.5,Good
28.51,47.53,467,2034,888,-61,11.7,Good
28.19,52.67,501,2309,855,-55,8.7,Good
28.7,54.3,471,1819,905,-58,10.7,Good
29.1,70.17,768,1895,1431,-60,12.5,Poor
31.26,56.84,443,2111,880,-53,14.3,Good
32.3,46.67,455,2071,850,-54,11.7,Good
28.04,45.51,480,1951,878,-58,14.0,Good
38.87,48.12,1121,1866,1122,-65,11.0,Hazardous
27.81,48.0,463,1956,946,-61,11.3,Good
28.94,52.2,465,1933,880,-62,13.8,Good
29.43,55.05,400,1901,856,-64,10.4,Good
30.44,55.1,435,2103,871,-61,13.4,Good
28.88,57.56,486,2088,878,-60,8.9,Good
30.41,60.61,480,1951,910,-63,9.3,Good
30.8,49.69,493,2031,856,-56,10.2,Good
45.68,54.15,690,1959,1364,-63,13.1,Hazardous
28.21,54.74,507,1898,840,-50,9.9,Good
28.11,53.67,466,2083,842,-61,12.7,Good
32.67,78.17,831,1961,1231,-59,10.9,Moderate
28.25,53.45,564,1852,837,-62,13.1,Good
27.03,55.37,482,2042,751,-51,11.6,Good
27.92,48.57,442,2212,880,-59,10.0,Good
28.43,48.11,488,1911,948,-56,10.4,Good
29.24,55.11,495,1998,911,-59,10.1,Good
28.94,45.77,416,2045,817,-50,11.9,Good
30.03,49.41,449,2087,839,-56,9.9,Good
34.53,53.66,604,1974,930,-62,11.7,Moderate
26.4,53.18,468,1930,879,-62,9.4,Good
30.02,49.84,439,2076,814,-55,11.5,Good
28.5,60.4,456,2012,851,-60,13.6,Good
30.78,44.19,617,2135,1002,-69,10.4,Moderate
31.37,49.12,411,1922,927,-59,11.7,Good
28.33,50.78,440,2073,847,-61,9.0,Good
30.15,62.86,468,2045,829,-57,11.3,Good
30.6,57.44,468,1814,900,-64,13.9,Good
44.78,55.98,922,1837,1151,-59,11.0,Hazardous
30.86,47.73,451,1887,900,-63,14.2,Good
28.77,53.82,484,1961,843,-62,9.8,Good
27.42,56.18,479,1921,856,-59,11.6,Good
29.76,61.47,467,2091,848,-61,13.2,Good
29.61,64.98,673,1993,1294,-64,9.5,Poor
31.84,54.45,518,2172,834,-58,14.0,Good
29.19,57.38,456,2151,868,-65,11.3,Good
32.32,52.71,520,1888,875,-67,11.5,Good
27.07,61.66,478,1893,893,-54,11.9,Good
31.11,53.88,612,1925,941,-52,10.8,Moderate
30.16,53.97,595,2122,872,-54,11.8,Moderate
32.84,52.91,559,1973,951,-66,10.2,Moderate
26.97,50.84,476,1865,864,-62,13.4,Good
31.42,54.2,449,2009,880,-56,11.4,Good
28.08,55.43,525,1917,869,-50,10.7,Good
29.61,43.9,464,2112,812,-53,13.8,Good
27.77,52.78,463,1977,855,-62,13.6,Good
29.96,55.11,533,1939,799,-60,12.5,Good
29.25,57.44,488,1957,940,-57,13.7,Good
32.5,52.36,494,2044,912,-65,12.6,Moderate
27.93,52.09,467,1936,894,-58,13.2,Good
33.5,54.28,775,2706,834,-63,12.1,Hazardous
31.68,50.08,489,1983,867,-62,12.8,Good
30.93,59.89,624,2161,898,-68,13.9,Moderate
28.58,56.39,447,2089,818,-57,14.5,Good
28.23,45.35,481,2056,844,-60,11.3,Good
29.78,56.33,655,1944,1055,-62,9.6,Moderate
25.56,58.31,502,1910,929,-67,9.6,Good
33.4,57.09,543,2018,994,-63,15.1,Moderate
29.45,48.93,472,2057,902,-55,11.3,Good
26.47,47.71,422,1986,875,-55,11.2,Good
30.18,67.88,760,1879,1176,-55,10.2,Moderate
30.17,52.75,417,2034,875,-61,14.6,Good
33.89,56.05,522,1946,985,-58,12.5,Moderate
30.3,52.75,379,2104,824,-61,11.5,Good
30.22,51.98,489,1989,844,-61,13.2,Good
27.15,44.4,428,1907,847,-67,10.8,Good
33.47,47.99,597,3049,871,-54,13.5,Hazardous
30.65,50.93,494,2149,887,-62,13.1,Good
30.52,76.88,672,1985,1306,-59,12.2,Poor
26.59,57.85,424,1906,828,-63,14.6,Good
30.28,56.72,489,2077,954,-58,13.4,Good
30.21,41.76,494,1983,868,-56,13.4,Good
31.04,55.9,523,2045,879,-52,12.4,Good
29.5,55.09,454,1890,827,-62,11.6,Good
32.04,42.43,623,2078,1096,-58,13.7,Moderate
25.86,52.81,460,2128,863,-56,13.2,Good
44.87,58.83,951,1938,1091,-60,12.9,Hazardous
28.89,50.34,531,1944,897,-60,12.2,Good
30.87,54.28,476,2156,841,-52,13.4,Good
27.67,49.83,546,1911,914,-60,9.8,Moderate
30.67,66.94,928,2087,1330,-61,12.3,Moderate
27.79,51.28,445,1999,851,-55,7.6,Good
32.05,54.89,446,2060,907,-65,11.3,Good
27.88,55.15,463,2122,902,-66,10.6,Good
30.57,43.92,636,1943,941,-61,10.5,Moderate
30.69,50.64,489,2094,1085,-53,12.5,Moderate
28.19,61.34,478,2072,833,-59,12.3,Good
